id,date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations
441,2021-04-03,Alaska,420238,636665,254263,170747,3513
442,2021-04-04,Alaska,428556,636665,257375,176825,3865
443,2021-04-05,Alaska,431436,636665,258376,178886,4022
444,2021-04-06,Alaska,432690,658125,258884,179359,4050
445,2021-04-07,Alaska,436681,684095,260622,181924,4207
446,2021-04-08,Alaska,443287,692995,263119,186597,4537
447,2021-04-09,Alaska,448337,703015,265468,189958,4664
448,2021-04-10,Alaska,455719,706185,268587,194814,5069
449,2021-04-11,Alaska,461286,706185,270838,198792,4676
450,2021-04-12,Alaska,465250,706185,272212,201795,4831
451,2021-04-13,Alaska,496015,717325,282684,222407,9046
452,2021-04-14,Alaska,499742,722835,284110,225131,9009
453,2021-04-15,Alaska,499815,729305,284193,225221,8075
454,2021-04-16,Alaska,504860,735675,286100,228333,8075
455,2021-04-17,Alaska,509843,746705,288040,231393,7732
456,2021-04-18,Alaska,515501,746705,290503,234553,7745
457,2021-04-19,Alaska,517521,746705,291456,235666,7467
458,2021-04-20,Alaska,519030,746805,291921,236706,3288
459,2021-04-21,Alaska,524758,749605,294331,239813,3574
460,2021-04-22,Alaska,530134,751205,296911,242474,4331
461,2021-04-23,Alaska,533546,756585,298047,244728,4098
462,2021-04-24,Alaska,536961,759125,299312,246821,3874
463,2021-04-25,Alaska,539630,759125,300351,248428,3447
464,2021-04-26,Alaska,540565,759125,300706,249036,3292
465,2021-04-27,Alaska,541593,760525,301212,249547,3223
466,2021-04-28,Alaska,543274,765635,301770,250694,2645
467,2021-04-29,Alaska,550524,768205,304657,255008,2913
468,2021-04-30,Alaska,552792,769205,305395,256564,2749
469,2021-05-01,Alaska,560662,769205,307711,262217,3386
470,2021-05-02,Alaska,562442,769205,308462,263330,3259
471,2021-05-03,Alaska,562875,769205,308656,263603,3187
472,2021-05-04,Alaska,563184,772405,308846,263754,3084
473,2021-05-05,Alaska,564720,774305,309518,264565,3064
474,2021-05-06,Alaska,567031,776005,310415,265869,2358
475,2021-05-07,Alaska,569040,777445,311397,266960,2321
476,2021-05-08,Alaska,571320,777945,312475,268319,1523
477,2021-05-09,Alaska,571368,777945,312535,268405,1275
478,2021-05-10,Alaska,575174,777945,314070,270922,1757
479,2021-05-11,Alaska,576062,781245,314577,271486,1840
480,2021-05-12,Alaska,577317,790295,315132,272256,1800
481,2021-05-13,Alaska,578970,790995,315883,273310,1706
482,2021-05-14,Alaska,580781,792055,316924,274293,1677
483,2021-05-15,Alaska,583641,792755,318593,275681,1760
484,2021-05-16,Alaska,586727,792755,320705,276902,2194
485,2021-05-17,Alaska,587406,792755,321214,277105,1747
486,2021-05-18,Alaska,587995,794195,321664,277461,1705
487,2021-05-19,Alaska,590878,797805,323863,278305,1937
488,2021-05-20,Alaska,593159,799005,325229,279464,2027
489,2021-05-21,Alaska,595885,801405,327119,280509,2158
490,2021-05-22,Alaska,598449,802575,328869,281611,2115
491,2021-05-23,Alaska,601098,802575,330605,282727,2053
492,2021-05-24,Alaska,601963,802575,331243,283050,2080
493,2021-05-25,Alaska,602501,805355,331563,283291,2072
494,2021-05-26,Alaska,603860,805355,332524,283908,1855
495,2021-05-27,Alaska,605559,805955,333592,284731,1771
496,2021-05-28,Alaska,607946,806055,335110,285759,1723
497,2021-05-29,Alaska,610038,806335,336394,286793,1656
498,2021-05-30,Alaska,611608,806335,337367,287531,1501
499,2021-05-31,Alaska,611608,806335,337367,287531,1455
500,2021-06-01,Alaska,612692,806335,338093,288024,1456
501,2021-06-02,Alaska,612892,806335,338229,288123,1290
502,2021-06-03,Alaska,614726,810945,339124,289158,1310
503,2021-06-04,Alaska,616473,811285,340100,290096,1218
504,2021-06-05,Alaska,618609,814795,340957,291308,1224
505,2021-06-06,Alaska,621223,814795,341938,292994,1374
506,2021-06-07,Alaska,622928,814795,342656,294058,1540
507,2021-06-08,Alaska,623367,819105,342912,294324,1525
508,2021-06-09,Alaska,623531,819205,343010,294419,1520
509,2021-06-10,Alaska,625893,819205,343730,296184,1595
510,2021-06-11,Alaska,627519,819725,344459,297192,1578
511,2021-06-12,Alaska,629530,819965,345283,298544,1560
512,2021-06-13,Alaska,630956,819965,345834,299428,1390
513,2021-06-14,Alaska,632568,819965,346459,300450,1377
514,2021-06-15,Alaska,633467,822445,346864,301029,1443
515,2021-06-16,Alaska,634868,822845,347501,301947,1620
516,2021-06-17,Alaska,636187,824965,348126,302820,1471
517,2021-06-18,Alaska,637512,825625,348668,303696,1428
518,2021-06-19,Alaska,638888,825625,349289,304545,1337
519,2021-06-20,Alaska,639941,825625,349769,305195,1284
520,2021-06-21,Alaska,641221,825625,350345,305948,1236
521,2021-06-22,Alaska,641457,828205,350473,306072,1141
522,2021-06-23,Alaska,642096,828205,350776,306410,1033
523,2021-06-24,Alaska,643516,828745,351550,307246,1047
524,2021-06-25,Alaska,644782,829405,352136,307888,1039
525,2021-06-26,Alaska,649109,829405,353979,310204,1460
526,2021-06-27,Alaska,650919,829405,354711,311317,1568
527,2021-06-28,Alaska,653331,829405,355751,312331,1730
528,2021-06-29,Alaska,655493,829845,356834,312846,2005
529,2021-06-30,Alaska,658672,829945,358311,313709,2368
530,2021-07-01,Alaska,660235,830245,358963,314489,2388
531,2021-07-02,Alaska,667278,831665,362684,318366,3214
532,2021-07-03,Alaska,668685,831665,363378,319083,2797
533,2021-07-04,Alaska,672104,831665,364309,320501,3026
534,2021-07-05,Alaska,672104,831665,364309,320501,3105
535,2021-07-06,Alaska,678029,831665,366245,322988,3219
536,2021-07-07,Alaska,678145,831665,366305,323060,2782
537,2021-07-08,Alaska,679337,838615,366916,323717,2729
538,2021-07-09,Alaska,680539,839115,367466,324403,1894
539,2021-07-10,Alaska,681805,840265,368156,325118,1874
540,2021-07-11,Alaska,682881,840265,368702,325689,1540
541,2021-07-12,Alaska,683394,840265,369011,325942,1190
542,2021-07-13,Alaska,683718,840365,369207,326089,813
543,2021-07-14,Alaska,684753,841265,369636,326707,944
544,2021-07-15,Alaska,685764,842105,370116,327289,918
545,2021-07-16,Alaska,685764,842105,370116,327289,807
546,2021-07-17,Alaska,685764,842105,370116,327289,686
547,2021-07-18,Alaska,685764,842105,370116,327289,593
548,2021-07-19,Alaska,685764,842105,370116,327289,580
549,2021-07-20,Alaska,687880,843085,370546,329206,595
550,2021-07-21,Alaska,688769,846475,371062,329591,574
551,2021-07-22,Alaska,689556,847575,371514,329981,542
552,2021-07-23,Alaska,690518,848165,372132,330406,619
553,2021-07-24,Alaska,691691,848165,372902,330893,726
554,2021-07-25,Alaska,691722,848165,372940,330926,670
555,2021-07-26,Alaska,693321,848165,374025,331461,838
556,2021-07-27,Alaska,693657,849465,374281,331567,825
557,2021-07-28,Alaska,694288,851265,374736,331818,788
558,2021-07-29,Alaska,695163,852605,375359,332136,801
559,2021-07-30,Alaska,696377,853805,376154,332678,837
560,2021-07-31,Alaska,697440,854805,376882,333092,821
561,2021-08-01,Alaska,697509,854805,376948,333126,827
562,2021-08-02,Alaska,697609,854805,377019,333175,613
563,2021-08-03,Alaska,699605,861995,378395,333879,850
564,2021-08-04,Alaska,700531,864075,379022,334266,892
565,2021-08-05,Alaska,701729,867055,379859,334716,938
566,2021-08-06,Alaska,702821,870395,380643,335163,921
567,2021-08-07,Alaska,703975,872195,381470,335564,934
568,2021-08-08,Alaska,704155,872195,381619,335664,949
569,2021-08-09,Alaska,704160,872195,381639,335674,936
570,2021-08-10,Alaska,704538,874135,381886,335812,705
571,2021-08-11,Alaska,705607,874135,382608,336220,725
572,2021-08-12,Alaska,706538,875815,383274,336622,687
573,2021-08-13,Alaska,707991,882535,384191,337234,739
574,2021-08-14,Alaska,709158,882535,384971,337746,740
575,2021-08-15,Alaska,709232,882985,385053,337807,725
576,2021-08-16,Alaska,711092,882985,386179,338549,990
577,2021-08-17,Alaska,711778,885235,386600,338872,1034
578,2021-08-18,Alaska,712734,887705,387173,339304,1018
579,2021-08-19,Alaska,714088,891155,387991,339825,1079
580,2021-08-20,Alaska,715503,895475,388778,340377,1073
581,2021-08-21,Alaska,716988,895645,389526,340964,1119
582,2021-08-22,Alaska,717156,895645,389639,341064,1132
583,2021-08-23,Alaska,717197,895645,389663,341079,872
584,2021-08-24,Alaska,720003,895645,390953,342075,1175
585,2021-08-25,Alaska,721608,898425,391775,342651,1268
586,2021-08-26,Alaska,723342,917465,392662,343274,1322
587,2021-08-27,Alaska,724964,927345,393512,343905,1352
588,2021-08-28,Alaska,726501,929945,394238,344325,1359
589,2021-08-29,Alaska,726856,930085,394485,344466,1386
590,2021-08-30,Alaska,729517,930085,396069,345090,1760
591,2021-08-31,Alaska,730407,933585,396543,345364,1486
592,2021-09-01,Alaska,731751,957905,397332,345826,1449
593,2021-09-02,Alaska,733429,963195,398263,346399,1441
594,2021-09-03,Alaska,735293,974085,399260,347081,1476
595,2021-09-04,Alaska,736809,981175,400061,347597,1473
596,2021-09-05,Alaska,736809,981175,400061,347597,1915
597,2021-09-06,Alaska,736809,981175,400061,347597,2027
598,2021-09-07,Alaska,747155,980975,403340,351155,2393
599,2021-09-08,Alaska,747554,984485,403628,351314,2258
600,2021-09-09,Alaska,749630,985855,405012,351799,2314
601,2021-09-10,Alaska,752270,988195,406535,352639,2425
602,2021-09-11,Alaska,754346,993155,407729,353278,2505
603,2021-09-12,Alaska,754497,994325,407843,353332,2034
604,2021-09-13,Alaska,757384,994325,409122,354301,1954
605,2021-09-14,Alaska,758318,996695,409742,354618,1595
606,2021-09-15,Alaska,759522,1006435,410256,355111,1710
607,2021-09-16,Alaska,761075,1015365,411055,355707,1635
608,2021-09-17,Alaska,763376,1024575,411978,356784,1587
609,2021-09-18,Alaska,765238,1025415,412682,357820,1556
610,2021-09-19,Alaska,767649,1025415,413503,359102,1879
611,2021-09-20,Alaska,769334,1025415,413884,360262,1707
612,2021-09-21,Alaska,769981,1025835,414037,360740,1666
613,2021-09-22,Alaska,772176,1027135,414509,362250,1808
614,2021-09-23,Alaska,775149,1032665,415478,363764,2011
615,2021-09-24,Alaska,775360,1034565,415602,363893,1712
616,2021-09-25,Alaska,775688,1043135,415735,364112,1493
617,2021-09-26,Alaska,775975,1044305,415883,364282,1189
618,2021-09-27,Alaska,786285,1044305,417709,368423,2422
619,2021-09-28,Alaska,787670,1048375,417974,368741,2527
620,2021-09-29,Alaska,790277,1055125,418566,369526,2586
621,2021-09-30,Alaska,792368,1058945,419056,370114,2460
622,2021-10-01,Alaska,794992,1062155,419730,370883,2805
623,2021-10-02,Alaska,798038,1069475,420423,371493,3193
624,2021-10-03,Alaska,798055,1075325,420472,371510,3154
625,2021-10-04,Alaska,803283,1075325,421324,372407,2428
626,2021-10-05,Alaska,804032,1077805,421543,372563,2337
627,2021-10-06,Alaska,805975,1079085,421985,372950,2243
628,2021-10-07,Alaska,807903,1083215,422424,373411,2219
629,2021-10-08,Alaska,810238,1089275,423085,373950,2178
630,2021-10-09,Alaska,812327,1093025,423561,374363,2041
631,2021-10-10,Alaska,812327,1093025,423561,374363,2266
632,2021-10-11,Alaska,812327,1093025,423561,374363,1746
633,2021-10-12,Alaska,817091,1094005,424544,375260,1866
634,2021-10-13,Alaska,818386,1095895,424831,375482,1773
635,2021-10-14,Alaska,820703,1097095,425519,376113,1829
636,2021-10-15,Alaska,823566,1108945,426234,376935,1904
637,2021-10-16,Alaska,827164,1110405,426807,377834,2120
638,2021-10-17,Alaska,827193,1109985,426843,377858,1897
639,2021-10-18,Alaska,827197,1109985,426867,377866,1671
640,2021-10-19,Alaska,844953,1111295,428813,380362,3980
641,2021-10-20,Alaska,845003,1120305,428865,380397,3802
642,2021-10-21,Alaska,847207,1125115,429352,380783,3786
643,2021-10-22,Alaska,849541,1128425,430458,381595,3711
644,2021-10-23,Alaska,852106,1131045,431007,382206,3563
645,2021-10-24,Alaska,854656,1130625,431503,382736,3923
646,2021-10-25,Alaska,856505,1130765,431835,383032,4187
647,2021-10-26,Alaska,857746,1134615,432116,383246,1828
648,2021-10-27,Alaska,860049,1135685,432619,383673,2149
649,2021-10-28,Alaska,863531,1140925,433303,384105,2332
650,2021-10-29,Alaska,867221,1153055,434005,384597,2526
651,2021-10-30,Alaska,871548,1155265,434722,385083,2777
652,2021-10-31,Alaska,871621,1155005,434826,385131,2424
653,2021-11-01,Alaska,877941,1155005,435696,385778,3062
654,2021-11-02,Alaska,879394,1182405,436014,385953,3093
655,2021-11-03,Alaska,879430,1198225,436091,385982,2769
656,2021-11-04,Alaska,879619,1205905,436276,386038,2298
657,2021-11-05,Alaska,887652,1213025,437494,387028,2919
658,2021-11-06,Alaska,891150,1212765,438100,387463,2800
659,2021-11-07,Alaska,891194,1213565,438180,387489,2796
660,2021-11-08,Alaska,897495,1213565,439232,388189,2793
661,2021-11-09,Alaska,898205,1219685,439443,388302,2687
662,2021-11-10,Alaska,900255,1226085,439841,388583,2975
663,2021-11-11,Alaska,900255,1226085,439841,388583,3376
664,2021-11-12,Alaska,906244,1237545,441944,389255,2656
665,2021-11-13,Alaska,912357,1240685,444240,389857,3030
666,2021-11-14,Alaska,917452,1240245,446329,391118,3751
667,2021-11-15,Alaska,920191,1240245,447338,391340,3242
668,2021-11-16,Alaska,920191,1244055,447405,391356,3141
669,2021-11-17,Alaska,927753,1247855,449616,392838,3928
670,2021-11-18,Alaska,930894,1253955,450794,393233,3949
671,2021-11-19,Alaska,934076,1254495,451692,393678,3976
672,2021-11-20,Alaska,937086,1261415,452720,394070,3533
673,2021-11-21,Alaska,937235,1261275,452836,394148,2826
674,2021-11-22,Alaska,937325,1261275,452900,394157,2448
675,2021-11-23,Alaska,943975,1265915,454857,394909,3398
676,2021-11-24,Alaska,946031,1269725,455580,395164,2611
677,2021-11-25,Alaska,946031,1269725,455580,395164,2261
678,2021-11-26,Alaska,946031,1269725,455580,395164,1905
679,2021-11-27,Alaska,946031,1269725,455580,395164,1573
680,2021-11-28,Alaska,946031,1269725,455580,395164,1650
681,2021-11-29,Alaska,949474,1269085,456888,395581,1736
682,2021-11-30,Alaska,957508,1272385,459412,396688,1933
683,2021-12-01,Alaska,959867,1275585,460421,397095,1977
684,2021-12-02,Alaska,963790,1281415,461561,398122,2439
685,2021-12-03,Alaska,967612,1291135,462617,399052,2886
686,2021-12-04,Alaska,971750,1290675,463701,400002,3379
687,2021-12-05,Alaska,971777,1289555,463778,400021,3285
688,2021-12-06,Alaska,979003,1289415,465240,402294,4218
689,2021-12-07,Alaska,979906,1290115,465480,402529,3200
690,2021-12-08,Alaska,982461,1298855,466058,403344,3228
691,2021-12-09,Alaska,985628,1300725,466770,404199,3120
692,2021-12-10,Alaska,988502,1307165,467390,404816,2984
693,2021-12-11,Alaska,990974,1308635,467984,405346,2746
694,2021-12-12,Alaska,990985,1308215,468030,405352,2744
695,2021-12-13,Alaska,995545,1308075,468867,406483,2363
696,2021-12-14,Alaska,996579,1310175,469106,406686,2382
697,2021-12-15,Alaska,998574,1311475,469553,407250,2302
698,2021-12-16,Alaska,1001669,1319215,470301,407929,2292
699,2021-12-17,Alaska,1003930,1321285,470791,408396,2204
700,2021-12-18,Alaska,1005798,1318885,471208,408713,2118
701,2021-12-19,Alaska,1005798,1316305,471267,408720,2116
702,2021-12-20,Alaska,1005845,1316025,471322,408744,1471
703,2021-12-21,Alaska,1010674,1316925,472291,409450,2014
704,2021-12-22,Alaska,1012780,1320295,472788,409806,2029
705,2021-12-23,Alaska,1015137,1322225,473411,410287,1924
706,2021-12-24,Alaska,1015137,1322225,473411,410287,1605
707,2021-12-25,Alaska,1015137,1322225,473411,410287,1343
708,2021-12-26,Alaska,1015137,1322225,473411,410287,1347
709,2021-12-27,Alaska,1015258,1319025,473636,410362,1345
710,2021-12-28,Alaska,1021090,1319025,474829,411273,1488
711,2021-12-29,Alaska,1022703,1321025,475192,411677,1418
712,2021-12-30,Alaska,1024695,1320615,475688,412110,1365
713,2021-12-31,Alaska,1024695,1320615,475688,412110,1517
714,2022-01-01,Alaska,1024695,1320615,475688,412110,1668
715,2022-01-02,Alaska,1024695,1320615,475688,412110,1820
716,2022-01-03,Alaska,1024695,1320615,475688,412110,1971
717,2022-01-04,Alaska,1030144,1314415,477065,413047,1293
718,2022-01-05,Alaska,1031775,1318725,477467,413413,1296
719,2021-01-12,American Samoa,2124,10650,842,260,0
720,2021-01-13,American Samoa,2577,10650,1193,362,453
721,2021-01-14,American Samoa,2971,10650,2409,362,424
722,2021-01-15,American Samoa,3883,18450,3144,738,586
723,2021-01-16,American Samoa,3883,18450,3144,738,494
724,2021-01-17,American Samoa,3883,18450,3144,738,439
725,2021-01-18,American Samoa,3883,18450,3144,738,402
726,2021-01-19,American Samoa,4756,18450,3985,770,376
727,2021-01-20,American Samoa,5313,18450,4476,836,391
728,2021-01-21,American Samoa,5664,18450,4734,929,385
729,2021-01-22,American Samoa,6569,18450,5627,940,384
730,2021-01-23,American Samoa,6831,18450,5881,948,390
731,2021-01-24,American Samoa,8046,18450,7096,948,532
732,2021-01-25,American Samoa,8046,18450,7096,948,501
733,2021-01-26,American Samoa,8315,18450,7365,948,508
734,2021-01-27,American Samoa,9085,18450,8133,950,539
735,2021-01-28,American Samoa,9085,18450,8133,950,489
736,2021-01-29,American Samoa,9925,18450,8926,997,479
737,2021-01-30,American Samoa,9925,18450,8926,997,442
738,2021-01-31,American Samoa,9925,18450,8926,997,268
739,2021-02-01,American Samoa,10761,18450,9713,1046,388
740,2021-02-02,American Samoa,10761,18450,9713,1046,349
741,2021-02-03,American Samoa,11066,18450,9759,1305,283
742,2021-02-04,American Samoa,11257,29450,9761,1494,310
743,2021-02-05,American Samoa,12029,29450,9775,2252,301
744,2021-02-06,American Samoa,12259,29450,9779,2478,333
745,2021-02-07,American Samoa,12259,29450,9779,2478,333
746,2021-02-08,American Samoa,12259,29450,9779,2478,214
747,2021-02-09,American Samoa,12680,29450,9792,2885,274
748,2021-02-10,American Samoa,13318,29450,9818,3494,322
749,2021-02-11,American Samoa,13513,29450,9822,3685,322
750,2021-02-12,American Samoa,15032,29450,10057,4968,429
751,2021-02-13,American Samoa,15382,29450,10062,5308,446
752,2021-02-14,American Samoa,15382,29450,10062,5308,446
753,2021-02-15,American Samoa,15382,29450,10062,5308,498
754,2021-02-16,American Samoa,16109,29450,10236,5860,490
755,2021-02-17,American Samoa,16269,29450,10267,5989,422
756,2021-02-18,American Samoa,16269,29450,10267,5989,394
757,2021-02-19,American Samoa,16269,29450,10267,5989,177
758,2021-02-20,American Samoa,17740,29450,10831,6893,337
759,2021-02-21,American Samoa,18778,29450,10948,7811,485
760,2021-02-22,American Samoa,18816,29450,11054,7859,439
761,2021-02-23,American Samoa,18816,29450,11054,7859,387
762,2021-02-24,American Samoa,19739,29450,11814,8020,496
763,2021-02-25,American Samoa,19739,29450,11814,8020,496
764,2021-02-26,American Samoa,20336,29450,12351,8079,581
765,2021-02-27,American Samoa,20338,29450,12354,8079,371
766,2021-02-28,American Samoa,20338,29450,12355,8079,223
767,2021-03-01,American Samoa,20338,29450,12355,8080,217
768,2021-03-02,American Samoa,21079,29450,13028,8142,323
769,2021-03-03,American Samoa,21079,29450,13029,8142,191
770,2021-03-04,American Samoa,21625,38810,13467,8252,269
771,2021-03-05,American Samoa,21625,43210,13468,8252,184
772,2021-03-06,American Samoa,21625,43210,13468,8252,184
773,2021-03-07,American Samoa,21625,43210,13469,8252,184
774,2021-03-08,American Samoa,21625,43210,13469,8254,184
775,2021-03-09,American Samoa,21625,43210,13471,8254,78
776,2021-03-10,American Samoa,21625,43210,13471,8254,152
777,2021-03-11,American Samoa,21625,43210,13471,8254,148
778,2021-03-12,American Samoa,21625,43210,13471,8254,222
779,2021-03-13,American Samoa,23696,43210,15082,8713,296
780,2021-03-14,American Samoa,23696,43210,15083,8713,296
781,2021-03-15,American Samoa,24300,43210,15377,9023,382
782,2021-03-16,American Samoa,24300,43210,15378,9024,382
783,2021-03-17,American Samoa,24300,43210,15379,9025,308
784,2021-03-18,American Samoa,24300,43210,15381,9025,234
785,2021-03-19,American Samoa,24300,43210,15383,9026,160
